UDP Human Server Side Started ......
RECRV,CARV,120,1550717329.717
RECRV,CARV,101672,1550717336.557
RECRV,CARV,150960,1550717338.572
RECRV,CARV,253968,1550717341.912
RECRV,CARV,322528,1550717346.042
RECRV,CARV,388688,1550717363.189
RECRV,CARV,435896,1550717368.234
RECRV,CARV,370600,1550717373.313
RECRV,CARV,115104,1550717374.853
RECRV,CARV,70496,1550717375.767
RECRV,CARV,451528,1550717381.688
RECRV,CARV,490752,1550717387.966
RECRV,CARV,521832,1550717394.650
RECRV,CARV,691288,1550717403.534
RECRV,CARV,533528,1550717410.374
RECRV,CARV,354296,1550717415.155
RECRV,CARV,408504,1550717420.503
RECRV,CARV,321536,1550717424.650
RECRV,CARV,10320,1550717424.877
RECRV,CARV,307688,1550717428.896
RECRV,CARV,366208,1550717433.641
RECRV,CARV,394376,1550717438.790
RECRV,CARV,1416,1550717438.952
RECRV,CARV,490136,1550717445.234
RECRV,CARV,555224,1550717452.458
RECRV,CARV,744,1550717452.655
RECRV,CARV,650216,1550717460.938
RECRV,CARV,896,1550717461.203
RECRV,CARV,638976,1550717469.516
RECRV,CARV,640816,1550717477.718
RECRV,CARV,188064,1550717480.182
RECRV,CARV,1712,1550717480.342
RECRV,CARV,527600,1550717486.965
RECRV,CARV,1576,1550717487.137
RECRV,CARV,454352,1550717492.790
RECRV,CARV,523384,1550717499.573
RECRV,CARV,1848,1550717499.750
RECRV,CARV,697648,1550717508.708
RECRV,CARV,122288,1550717510.443
RECRV,CARV,919400,1550717522.074
RECRV,CARV,1053160,1550717535.528
RECRV,CARV,1032,1550717535.821
RECRV,CARV,741568,1550717545.812
RECRV,CARV,866072,1550717556.765
RECRV,CARV,941800,1550717568.844
RECRV,CARV,9536,1550717569.238
RECRV,CARV,855800,1550717580.069
RECRV,CARV,1013248,1550717592.945
RECRV,CARV,633160,1550717601.188
RECRV,CARV,2104,1550717601.350
RECRV,CARV,810080,1550717611.872
RECRV,CARV,822872,1550717622.453
RECRV,CARV,6624,1550717622.713
RECRV,CARV,765536,1550717632.601
RECRV,CARV,745296,1550717642.158
RECRV,CARV,101336,1550717643.502
RECRV,CARV,752,1550717643.664
RECRV,CARV,202200,1550717646.161
RECRV,CARV,1568,1550717646.324
RECRV,CARV,689784,1550717655.279
RECRV,CARV,709480,1550717664.427
RECRV,CARV,72024,1550717665.577
RECRV,CARV,75304,1550717666.608
RECRV,CARV,50440,1550717667.338
RECRV,CARV,6472,1550717667.499
RECRV,CARV,344080,1550717672.019
RECRV,CARV,1032,1550717672.210
RECRV,CARV,463432,1550717678.124
RECRV,CARV,899328,1550717690.001
RECRV,CARV,41344,1550717690.918
