UDP Robot Client Side Started......,1550718778.288
SEND,40,CARV,4568,1550718943.435
RESP,37,CARV,216,1550718943.445
RESP,38,CARV,596776,1550718943.456
RESP,39,CARV,706152,1550718943.506
SEND,41,CARV,736,1550718943.506
SEND,42,CARV,5600,1550718943.666
RESP,40,CARV,4568,1550718943.73
RESP,41,CARV,736,1550718943.75
SEND,43,CARV,686280,1550718952.552
RESP,42,CARV,5600,1550718952.562
SEND,44,CARV,350496,1550718956.998
RESP,43,CARV,686280,1550718957.008
RESP,44,CARV,350496,1550718957.653
SEND,45,CARV,11592,1550718961.052
SEND,46,CARV,1360,1550718961.065
RESP,45,CARV,11592,1550718961.203
SEND,47,CARV,551264,1550718968.178
RESP,46,CARV,1360,1550718968.188
SEND,48,CARV,1424,1550718968.192
RESP,47,CARV,551264,1550718968.263
SEND,49,CARV,853296,1550718979.235
RESP,48,CARV,1424,1550718979.245
SEND,50,CARV,5128,1550718979.249
RESP,49,CARV,853296,1550718979.269
SEND,51,CARV,664464,1550718987.877
RESP,50,CARV,5128,1550718987.888
SEND,52,CARV,1688,1550718987.892
RESP,51,CARV,664464,1550718987.977
SEND,53,CARV,455960,1550718993.83
RESP,52,CARV,1688,1550718993.84
SEND,54,CARV,106672,1550718995.245
RESP,53,CARV,447960,1550718995.255
SEND,55,CARV,316952,1550718999.281
RESP,54,CARV,106672,1550718999.291
SEND,56,CARV,398016,1550719004.335
RESP,55,CARV,316952,1550719004.345
SEND,57,CARV,75368,1550719005.35
RESP,56,CARV,398016,1550719005.36
SEND,58,CARV,5792,1550719005.361
SEND,59,CARV,330952,1550719009.605
RESP,57,CARV,75368,1550719009.615
SEND,60,CARV,559384,1550719016.718
RESP,58,CARV,5792,1550719016.728
SEND,61,CARV,42128,1550719017.334
RESP,59,CARV,330952,1550719017.344
RESP,60,CARV,559384,1550719017.357
RESP,61,CARV,42128,1550719017.555
SEND,62,CARV,3856,1550719025.373
SEND,63,CARV,600,1550719025.582
RESP,62,CARV,3856,1550719025.689
SEND,64,CARV,1160,1550719025.764
RESP,63,CARV,600,1550719025.943
SEND,65,CARV,661696,1550719034.349
RESP,64,CARV,1160,1550719034.359
SEND,66,CARV,1576,1550719034.362
RESP,65,CARV,661696,1550719034.435
SEND,67,CARV,908456,1550719046.092
RESP,66,CARV,1576,1550719046.102
SEND,68,CARV,1288,1550719046.105
RESP,67,CARV,908456,1550719046.128
SEND,69,CARV,243656,1550719049.267
RESP,68,CARV,1288,1550719049.277
SEND,70,CARV,12288,1550719049.482
RESP,69,CARV,243656,1550719049.492
SEND,71,CARV,1097648,1550719063.525
RESP,70,CARV,13824,1550719063.535
SEND,72,CARV,1944,1550719063.539
RESP,71,CARV,1097648,1550719063.55
SEND,73,CARV,862912,1550719074.587
RESP,72,CARV,1944,1550719074.597
SEND,74,CARV,1011232,1550719087.508
RESP,73,CARV,862912,1550719087.519
SEND,75,CARV,7080,1550719087.523
SEND,76,CARV,996600,1550719100.295
RESP,74,CARV,1011232,1550719100.305
SEND,77,CARV,781576,1550719110.244
RESP,75,CARV,7080,1550719110.254
SEND,78,CARV,665648,1550719118.767
RESP,76,CARV,996600,1550719118.778
SEND,79,CARV,888,1550719118.781
RESP,77,CARV,773576,1550719118.791
SEND,80,CARV,681984,1550719127.89
RESP,78,CARV,665648,1550719127.9
SEND,81,CARV,615032,1550719135.707
RESP,79,CARV,888,1550719135.717
SEND,82,CARV,390920,1550719140.654
RESP,80,CARV,682240,1550719140.667
SEND,83,CARV,400864,1550719145.806
RESP,81,CARV,615032,1550719145.816
RESP,82,CARV,390920,1550719145.828
RESP,83,CARV,400864,1550719145.919
SEND,84,CARV,9736,1550719151.299
SEND,85,CARV,352,1550719151.312
RESP,84,CARV,9736,1550719151.44
SEND,86,CARV,735320,1550719160.945
RESP,85,CARV,352,1550719160.955
SEND,87,CARV,446192,1550719166.627
RESP,86,CARV,735320,1550719166.637
SEND,88,CARV,818640,1550719177.109
RESP,87,CARV,446192,1550719177.119
SEND,89,CARV,1168,1550719177.122
SEND,90,CARV,573160,1550719184.485
RESP,88,CARV,818640,1550719184.495
SEND,91,CARV,630976,1550719192.424
RESP,89,CARV,1168,1550719192.434
SEND,92,CARV,1053736,1550719205.902
RESP,90,CARV,573160,1550719205.917
SEND,93,CARV,5200,1550719205.917
RESP,91,CARV,630976,1550719205.93
RESP,92,CARV,1053736,1550719205.94
SEND,94,CARV,682728,1550719214.731
RESP,93,CARV,5200,1550719214.755
SEND,95,CARV,758720,1550719224.487
RESP,94,CARV,682728,1550719224.522
SEND,96,CARV,659264,1550719233.163
RESP,95,CARV,758720,1550719233.176
SEND,97,CARV,79688,1550719234.181
RESP,96,CARV,659264,1550719234.192
RESP,97,CARV,79688,1550719234.459
SEND,98,CARV,3208,1550719241.232
SEND,99,CARV,1032,1550719241.453
RESP,98,CARV,3208,1550719241.509
SEND,100,CARV,371696,1550719246.386
RESP,99,CARV,1032,1550719246.401
SEND,101,CARV,621304,1550719254.374
RESP,100,CARV,371696,1550719254.387
SEND,102,CARV,1584,1550719254.39
RESP,101,CARV,621304,1550719254.4
SEND,103,CARV,642416,1550719262.975
RESP,102,CARV,1584,1550719263.058
SEND,104,CARV,70696,1550719263.975
RESP,103,CARV,642416,1550719263.986
RESP,104,CARV,70696,1550719264.252
SEND,105,CARV,1176,1550719266.677
SEND,106,CARV,768,1550719266.865
RESP,105,CARV,1176,1550719266.96
SEND,107,CARV,370216,1550719271.789
RESP,106,CARV,768,1550719271.803
SEND,108,CARV,360,1550719271.805
RESP,107,CARV,370216,1550719271.898
RESP,108,CARV,360,1550719279.798
SEND,109,COARSE_TARGET_DONE,184,1550719338.102
RESP,109,COARSE_TARGET_DONE,184,1550719338.6
SEND,110,RQ_IMAGE,2613328,1550719317.153
RESP,110,RQ_IMAGE,2613328,1550719382.851
SEND,111,FINE_TARGET_DONE,168,1550719402.845
RESP,111,FINE_TARGET_DONE,168,1550719407.1
