UDP Robot Client Side Started......,1550718778.288
SEND,1,CARV,120,1550718812.383
RESP,1,CARV,120,1550718812.808
SEND,2,CARV,101256,1550718818.683
SEND,3,CARV,101616,1550718819.999
RESP,2,CARV,101256,1550718820.009
SEND,4,CARV,194416,1550718822.546
RESP,3,CARV,101616,1550718822.556
SEND,5,CARV,1832,1550718822.559
RESP,4,CARV,194416,1550718822.654
SEND,6,CARV,197848,1550718825.191
RESP,5,CARV,1832,1550718825.201
SEND,7,CARV,243112,1550718828.322
RESP,6,CARV,197848,1550718828.332
SEND,8,CARV,346376,1550718832.753
RESP,7,CARV,243112,1550718832.763
SEND,9,CARV,358960,1550718837.298
RESP,8,CARV,346376,1550718837.308
SEND,10,CARV,308208,1550718841.243
RESP,9,CARV,358960,1550718841.253
SEND,11,CARV,5456,1550718841.255
SEND,12,CARV,357600,1550718845.783
RESP,10,CARV,308208,1550718845.793
SEND,13,CARV,3656,1550718845.797
RESP,11,CARV,5456,1550718845.807
RESP,12,CARV,357600,1550718845.923
SEND,14,CARV,412712,1550718851.187
RESP,13,CARV,3656,1550718851.197
SEND,15,CARV,513456,1550718857.773
RESP,14,CARV,412712,1550718857.783
SEND,16,CARV,442456,1550718863.452
RESP,15,CARV,513456,1550718863.462
SEND,17,CARV,520536,1550718870.142
RESP,16,CARV,442456,1550718870.152
SEND,18,CARV,4688,1550718870.155
RESP,17,CARV,520536,1550718870.217
SEND,19,CARV,720,1550718870.219
SEND,20,CARV,613288,1550718878.175
RESP,18,CARV,4688,1550718878.186
SEND,21,CARV,387648,1550718883.124
RESP,19,CARV,720,1550718883.134
SEND,22,CARV,397832,1550718888.148
RESP,20,CARV,613288,1550718888.158
SEND,23,CARV,6224,1550718888.161
RESP,21,CARV,387648,1550718888.171
RESP,22,CARV,397832,1550718888.288
SEND,24,CARV,370800,1550718893.034
RESP,23,CARV,6224,1550718893.044
SEND,25,CARV,371288,1550718897.8
RESP,24,CARV,370800,1550718897.811
SEND,26,CARV,136160,1550718899.617
RESP,25,CARV,371288,1550718899.627
SEND,27,CARV,350568,1550718904.044
RESP,26,CARV,136160,1550718904.054
SEND,28,CARV,337176,1550718908.39
RESP,27,CARV,350568,1550718908.4
SEND,29,CARV,6480,1550718908.4
SEND,30,CARV,1192,1550718908.437
RESP,28,CARV,337176,1550718908.51
SEND,31,CARV,476576,1550718914.69
RESP,29,CARV,6480,1550718914.7
SEND,32,CARV,11216,1550718914.904
RESP,30,CARV,1192,1550718914.915
SEND,33,CARV,1104,1550718914.915
RESP,31,CARV,476576,1550718914.928
SEND,34,CARV,635232,1550718923.064
RESP,32,CARV,11216,1550718923.075
SEND,35,CARV,265608,1550718926.496
RESP,33,CARV,1104,1550718926.506
SEND,36,CARV,10552,1550718926.71
RESP,34,CARV,635232,1550718926.72
SEND,37,CARV,216,1550718926.723
SEND,38,CARV,596776,1550718934.383
RESP,35,CARV,265608,1550718934.393
SEND,39,CARV,706152,1550718943.422
RESP,36,CARV,10552,1550718943.432
